"city_id";"city";"latitude_city";"longitude_city";"avg_temp_c";"median_pop";"hotel_name";"hotel_description";"booking_score";"average_price";"latitude";"longitude"
"86f1a48c-594e-4fc3-8009-dfe86079cb22";"Avignon";"43.9492493";"4.8059012";"33.18";"0.0";"ibis Avignon Centre Pont De L'Europe";"Situé à 10 minutes à pied du centre d'Avignon, l'ibis Centre Pont de l'Europe propose une connexion Wi-Fi gratuite, une salle de réunion et une terrasse. Il se trouve à 15 minutes à pied du pont d'Avignon et du palais des Papes.  Modernes et climatisées, les 74 chambres de l'hôtel disposent toutes d'une salle d'eau et de toilettes privatives, d'un espace de travail, d'une ligne de téléphone directe et d'une télévision avec chaînes internationales.  Un petit-déjeuner buffet composé de plats sucré";"7.6";"122";"43.94363815";"4.79828954"
"86f1a48c-594e-4fc3-8009-dfe86079cb22";"Avignon";"43.9492493";"4.8059012";"33.18";"0.0";"ApartHotel Sainte-Marthe";"L’Apart'Hotel Sainte-Marthe vous propose de profiter d’un séjour tout confort et de vous sentir comme chez vous. Nous proposons des chambres doubles, triples, quadruples et pour six personnes, toutes équipées de la climatisation, de kitchenettes, de salles de bains, de télévisions et du Wi-Fi haut débit. Cerise sur le gâteau : certaines chambres disposent d’un balcon privatif. Certaines sont également équipées pour les personnes à mobilité réduite. Idéalement située à proximité des transports en";"8.1";"137";"43.94989514";"4.81986389"
"86f1a48c-594e-4fc3-8009-dfe86079cb22";"Avignon";"43.9492493";"4.8059012";"33.18";"0.0";"ibis Styles Avignon Sud";"L'ibis Styles Avignon Sud se situe à 4 km des remparts de la ville d'Avignon, au cœur de la Provence et du massif du Luberon. Cet établissement possède une piscine extérieure et un parking privé gratuit. Une connexion Wi-Fi est disponible gratuitement dans l'ensemble des locaux.  Les chambres sont climatisées et comprennent une télévision par satellite ainsi qu'une salle de bains privative.  L'hôtel possède un billard, un baby-foot et une salle de jeux pour enfants dotée de consoles de jeux.  Vo";"8.4";"235";"43.92616548";"4.84442085"
"86f1a48c-594e-4fc3-8009-dfe86079cb22";"Avignon";"43.9492493";"4.8059012";"33.18";"0.0";"B&B HOTEL Avignon Sud Parc des Expositions";"Le B&B HOTEL Avignon Sud Parc des Expositions est idéalement situé à Montfavet, à 4 km de la vieille ville d'Avignon. Cet établissement propose un accueil chaleureux, une connexion Wi-Fi gratuite et des hébergements confortables.  Célèbre pour son environnement naturel soigneusement préservé, son magnifique climat ensoleillé et ses pierres chargées d'histoire, le Vaucluse est le véritable cœur de la Provence.  Les chambres du B&B HOTEL Avignon Sud Parc des Expositions sont directement accessible";"6.3";"137";"43.92592594";"4.85080719"
"86f1a48c-594e-4fc3-8009-dfe86079cb22";"Avignon";"43.9492493";"4.8059012";"33.18";"0.0";"L'écrin Bleu - Studio Cosy Intra-Muros";"L’hébergement L'écrin Bleu - Studio Cosy Intra-Muros vous accueille dans le centre de Avignon, à respectivement 1,7 km et 1,1 km de ces lieux d’intérêt : Gare d'Avignon-Centre et Palais des Papes d'Avignon. Il propose une connexion Wi-Fi gratuite, une terrasse et la climatisation. Cet appartement comprend un patio.  Cet appartement possède 1 chambre, une télévision à écran plat avec les chaînes du satellite, une cuisine équipée avec un réfrigérateur et un micro-ondes, ainsi que 1 salle de bains ";"8.0";"129";"43.95081492";"4.81687402"
"86f1a48c-594e-4fc3-8009-dfe86079cb22";"Avignon";"43.9492493";"4.8059012";"33.18";"0.0";"ibis Avignon Sud";"L'hôtel ibis Avignon Sud bénéficie d'un emplacement idéal à 3 km du centre-ville. L'établissement se situe à quelques minutes du centre de conventions et du pont d'Avignon. Il possède un jardin, une piscine extérieure et une terrasse bien exposée.  Les 93 chambres de l'ibis Avignon Sud sont équipées de la climatisation, d'une connexion Wi-Fi gratuite et d'une télévision par satellite avec les chaînes Canal+. Elles affichent un style moderne et disposent toutes d'une salle de bains privative pour";"7.7";"180";"43.92607107";"4.84903291"
"86f1a48c-594e-4fc3-8009-dfe86079cb22";"Avignon";"43.9492493";"4.8059012";"33.18";"0.0";"Hôtel du Palais des Papes";"L'Hôtel du Palais des Papes est situé à Avignon, en face du Palais des Papes. L’établissement occupe un bâtiment de 3 étages dans une zone entièrement piétonne. Les générations d’une même famille se sont succédées depuis 1921 dans les murs chargés d’histoire de cet ancien consulat espagnol, aujourd’hui classé monument historique. Une connexion Wi-Fi est disponible gratuitement.  L'hôtel du Palais des Papes propose des chambres confortables offrant une vue magnifique sur le Palais des Papes ou su";"8.0";"387";"43.95034694";"4.80620742"
"86f1a48c-594e-4fc3-8009-dfe86079cb22";"Avignon";"43.9492493";"4.8059012";"33.18";"0.0";"Appartement avec Bain à Remous & Patio";"Situé en plein cœur de Avignon, l’hébergement Appartement avec Bain à Remous & Patio possède une baignoire spa. Cet appartement met à votre disposition une connexion Wi-Fi gratuite et une cuisine entièrement équipée.  Cet appartement avec climatisation comprend 1 chambre, ainsi que 1 salle de bains possédant un bain à remous. Une télévision à écran plat est à votre disposition.  Vous séjournerez à proximité de ces lieux d’intérêt : Gare d'Avignon-Centre, Palais des Papes d'Avignon et Pont d'Avig";"7.9";"152";"43.9474224";"4.81592345"
"86f1a48c-594e-4fc3-8009-dfe86079cb22";"Avignon";"43.9492493";"4.8059012";"33.18";"0.0";"Best Western Plus Le Lavarin Avignon";"L’hôtel Best Western Hôtel du Lavarin est situé à Avignon, à 2,5 km des remparts, du Palais des Papes et du Pont d’Avignon. Une salle de fitness et une piscine intérieure sont également disponibles sur place, exclusivement réservées aux adultes.  L'hôtel propose des chambres confortables et climatisées avec une connexion Wi-Fi gratuite.  Vous pourrez savourer un petit-déjeuner et des repas aux saveurs provençales au restaurant, sur la terrasse ou dans le jardin. Le restaurant est ouvert du lundi";"8.1";"257";"43.92275766";"4.804295"
"86f1a48c-594e-4fc3-8009-dfe86079cb22";"Avignon";"43.9492493";"4.8059012";"33.18";"0.0";"Avignon Grand Hotel";"Doté d'une petite piscine sur le toit, l'Avignon Grand Hotel bénéficie d'un emplacement idéal à proximité directe des remparts médiévaux d'Avignon, à seulement 70 mètres de la gare centrale et à 15 minutes de marche du palais des Papes. Vous bénéficierez d'une connexion Wi-Fi gratuite dans l'ensemble des locaux.  Les chambres et suites non-fumeurs comprennent un coin salon, un coffre-fort, une télévision à écran plat et un plateau/bouilloire. Leur salle de bains est pourvue d'une baignoire, d'un";"8.1";"398";"43.94254506";"4.80436206"
"0fe8170f-1b49-4299-b34a-46d27fac0712";"Nimes";"43.8374249";"4.3600687";"33.041666666666664";"0.0";"hotelF1 Nîmes Ouest";"L'hotelF1 Nîmes Ouest est situé à Nîmes, à 44 km de Montpellier et à 40 km d'Avignon.  Toutes les chambres donnent accès à une salle de bains commune. Vous pourrez acheter des serviettes microfibre à l'hôtel moyennant des frais supplémentaires de EUR 3 chacune.  La réception est ouverte 24h/24.  Nîmes se trouve à 2,8 km de l'Hotelf1 Nîmes Ouest, tandis qu'Arles vous attend à 28 km. L'aéroport de Montpellier-Méditerranée, le plus proche, est implanté à 41 km.";"7.2";"79";"43.815334";"4.344052"
"0fe8170f-1b49-4299-b34a-46d27fac0712";"Nimes";"43.8374249";"4.3600687";"33.041666666666664";"0.0";"ibis budget Nimes Centre Gare";"Located just 50 metres from Nîmes Train Station, ibis budget Nimes Centre Gare offers a 24-hour reception, luggage storage and free Wi-Fi access in the entire hotel. The city centre is a 5-minute walk away.  All rooms are air-conditioned and feature a flat-screen TV with satellite channels, a desk and soundproofing. They are complete with an en suite bathroom.  A buffet breakfast is offered daily at the hotel. Quick drinks and snacks are also available from the on-site vending machines.  Montpel";"8.2";"142";"43.8320559";"4.3673645"
"0fe8170f-1b49-4299-b34a-46d27fac0712";"Nimes";"43.8374249";"4.3600687";"33.041666666666664";"0.0";"Appart'hôtel Odalys City - Nîmes Arènes - Palais des Congrès";"L’établissement Appart'hôtel Odalys City - Nîmes Arènes - Palais des Congrès se trouve à Nîmes, à respectivement 2,6 km et 200 mètres de ces lieux d’intérêt : Parc des expositions de Nîmes et Arenes de Nimes. Une connexion Wi-Fi gratuite est disponible dans l’ensemble de ses locaux.  Les hébergements comprennent la climatisation et une télévision à écran plat. Vous bénéficierez d’une kitchenette entièrement équipée avec un coin repas, ainsi que d’une salle de bains privative comportant une douch";"8.6";"187";"43.83406187";"4.35899065"
"0fe8170f-1b49-4299-b34a-46d27fac0712";"Nimes";"43.8374249";"4.3600687";"33.041666666666664";"0.0";"ibis Nîmes Ouest - A9";"Situé à côté de la sortie 25 sur l’autoroute A9, l’ibis Nîmes Ouest - A9 se trouve à 4 km du centre-ville de Nîmes et à 12 km de l’aéroport de Nîmes. Cet hôtel propose une piscine extérieure et une connexion Wi-Fi gratuite.  Les chambres climatisées de l’ibis Nîmes Ouest sont équipées d’une télévision à écran plat, d’une radio et d’un bureau. La salle de bains privative est pourvue d’une douche ou d’une baignoire, et toutes les chambres sont desservies par un ascenseur.  Tous les matins, vous po";"8.2";"171";"43.81389059";"4.34434175"
"0fe8170f-1b49-4299-b34a-46d27fac0712";"Nimes";"43.8374249";"4.3600687";"33.041666666666664";"0.0";"Campanile PRIME - Nîmes Centre";"Situé à Nîmes, l’établissement 3 étoiles Campanile PRIME - Nîmes Centre propose une connexion Wi-Fi gratuite, une réception ouverte 24h/24 et la presse quotidienne. Les arènes de Nîmes, la Maison Carrée et la gare se trouvent à moins de 20 minutes à pied.  Les chambres sont dotées de la climatisation, d’un plateau/bouilloire ainsi que d’une salle de bains privative pourvue d’une baignoire ou d’une douche.   Une salle de sport est installée à moins d’une minute de marche.  Le Campanile PRIME - Nî";"8.2";"146";"43.82273112";"4.36412573"
"0fe8170f-1b49-4299-b34a-46d27fac0712";"Nimes";"43.8374249";"4.3600687";"33.041666666666664";"0.0";"Comfort Aparthotel Nimes Centre";"Le Comfort Aparthotel Nîmes Centre est une résidence respectueuse de l’environnement située à Nîmes. Le parc des expositions vous attend à 1,6 km. Une connexion Wi-Fi gratuite est disponible.  Les spacieux studios et appartements disposent d’une télévision par satellite à écran plat. Ils comprennent une cuisine, un coin repas et une salle de bains privative.  Vous pourrez visiter les arènes de Nîmes à seulement 10 minutes de marche. L’aéroport de Montpellier-Méditerranée, le plus proche, est acc";"8.0";"133";"43.83249328";"4.36785668"
"0fe8170f-1b49-4299-b34a-46d27fac0712";"Nimes";"43.8374249";"4.3600687";"33.041666666666664";"0.0";"B&B HOTEL Nîmes Centre Arènes";"Situé à Nîmes, à 950 mètres des arènes, le B&B HOTEL Nîmes Centre Arènes propose une connexion Wi-Fi gratuite.  Les chambres climatisées disposent d’une télévision à écran plat. Leur salle de bains privative est pourvue d'une douche. Vous profiterez d'une vue sur la ville depuis votre chambre. Le linge de lit et du matériel de repassage sont fournis.  L'établissement possède un distributeur automatique.  L'arrêt de tramway Dhuoda se trouve à 2 minutes à pied et vous mènera à l'Arènes de Nîmes et";"8.3";"129";"43.8281614";"4.3547902"
"0fe8170f-1b49-4299-b34a-46d27fac0712";"Nimes";"43.8374249";"4.3600687";"33.041666666666664";"0.0";"Hôtel Concorde - Centre ville de Nimes";"Located on a pedestrian street in the centre of Nîmes, Hôtel Concorde - Centre ville de Nimes offers simple guest rooms equipped with free Wi-Fi access. The ancient Roman Arena of Nîmes is 200 metres away.  Guest rooms at Hôtel Concorde - Centre ville de Nimes include a TV. Some rooms have a private bathroom with a shower and toilet. Guests can borrow from a selection of books and comics from the hotel during their stay.  Restaurants, bars and grocery shops are located 50 metres from the propert";"6.6";"104";"43.83612815";"4.36126995"
"0fe8170f-1b49-4299-b34a-46d27fac0712";"Nimes";"43.8374249";"4.3600687";"33.041666666666664";"0.0";"B&B HOTEL Nîmes Ville Active 3 étoiles";"L’B&B HOTEL Nîmes Ville Active 3 étoiles vous accueille à Nîmes, à proximité de la sortie 25 de l’autoroute A9 et à 2 km du centre commercial Cap Costières. Vous pourrez profiter d’une terrasse, d’une connexion Wi-Fi gratuite et d’un parking sécurisé.  Chaque chambre climatisée dispose d’un bureau et d’une télévision par satellite à écran plat. Leur salle de bains privative est pourvue d’une baignoire et de toilettes séparées.  Le petit-déjeuner est servi chaque matin moyennant un supplément. L’";"7.7";"133";"43.8157834";"4.3463127"
"0fe8170f-1b49-4299-b34a-46d27fac0712";"Nimes";"43.8374249";"4.3600687";"33.041666666666664";"0.0";"Appart'City Collection Nîmes Arènes";"L'Appart'City Collection Nîmes Arènes vous accueille dans le centre historique de Nîmes, à 1 minute à pied des arènes et à 300 mètres de la gare. Un parking souterrain public est disponible à proximité. Vous profiterez d’une connexion Wi-Fi gratuite.  Les studios et les appartements sont dotés d'une télévision à écran plat et d'un coin salon. La kitchenette entièrement équipée est munie d’un micro-ondes et de plaques de cuisson. La salle de bains privative est pourvue d’une baignoire ou d’une do";"8.9";"258";"43.83387353";"4.36143396"
"0fe8170f-1b49-4299-b34a-46d27fac0712";"Nimes";"43.8374249";"4.3600687";"33.041666666666664";"0.0";"Logis Hotel NIMOTEL";"Le Logis Hotel NIMOTEL vous accueille à 1 km de l’autoroute A9 et à 10 minutes en voiture du centre-ville de Nîmes. Cet établissement propose une réception ouverte 24h/24, une piscine extérieure sécurisée et une connexion Wi-Fi gratuite.  Ses chambres climatisées sont équipées d’une télévision par satellite à écran plat. Certaines chambres comprennent un plateau/bouilloire.  Le restaurant du Nimotel, Partage, sert une variété de plats traditionnels et de spécialités provençales. Vous trouverez é";"7.7";"185";"43.81557635";"4.34660353"
"0fe8170f-1b49-4299-b34a-46d27fac0712";"Nimes";"43.8374249";"4.3600687";"33.041666666666664";"0.0";"SQUARE HOTEL";"L’établissement SQUARE HOTEL vous accueille à Nîmes, à 3,6 km de ce lieu d’intérêt : Parc des expositions de Nîmes. Il comprend un salon commun, une terrasse, des hébergements non-fumeurs, ainsi qu'une connexion Wi-Fi gratuite dans l’ensemble de ses locaux. Cet hôtel 3 étoiles propose une bagagerie. Certains hébergements sont pourvus d’un balcon offrant une vue sur la ville.  Les hébergements comprennent la climatisation, un bureau, une bouilloire, un coffre-fort, une télévision à écran plat et ";"8.6";"207";"43.837032";"4.363037"
"0fe8170f-1b49-4299-b34a-46d27fac0712";"Nimes";"43.8374249";"4.3600687";"33.041666666666664";"0.0";"Chambre indépendante avec terrasse privée et piscine";"L’établissement Chambre indépendante avec terrasse privée et piscine se trouve à Nîmes, à 5,6 km de ce lieu d’intérêt : Parc des expositions de Nîmes. Il propose une piscine extérieure ouverte en saison, un jardin, un salon commun et un parking privé gratuit. Disposant d’une connexion Wi-Fi gratuite, cette maison d'hôtes est à respectivement 3 km et 3,1 km environ de : Jardins de la Fontaine et Golf de Nîmes Vacquerolles. Cet établissement non-fumeurs vous accueille à 2,9 km de : Temple of Diana";"9.2";"166";"43.8512819";"4.3255809"
"0fe8170f-1b49-4299-b34a-46d27fac0712";"Nimes";"43.8374249";"4.3600687";"33.041666666666664";"0.0";"Novotel Atria Nimes Centre";"Located in Nîmes city centre, this hotel is just minutes from the train station, the Arènes Roman amphitheatre, and the town’s main square.  It features 119 air-conditioned rooms, a restaurant, a bar, and 9 conference rooms.  A buffet breakfast is served daily, and French cuisine is proposed by the hotel’s restaurant. Guests are invited to relax at the bar, which offers drinks and snacks.";"8.5";"264";"43.83542065";"4.36340421"
"0fe8170f-1b49-4299-b34a-46d27fac0712";"Nimes";"43.8374249";"4.3600687";"33.041666666666664";"0.0";"Royal Hôtel";"Situé au cœur de Nîmes, le Royal Hôtel dispose d'un restaurant sur place, La Bodéguita, qui s'ouvre sur la place Assas. L'hôtel se trouve à moins de 3 minutes à pied du temple Maison Carrée et de la galerie d'art moderne Carré d'Art. Une connexion Wi-Fi est disponible gratuitement.  L'établissement accepte les chiens de moins de 10 kg.  Accessible par un escalier, chaque chambre comprend la climatisation, une télévision à écran plat et une vue sur le patio intérieur ou la place Assas. Certains l";"8.3";"226";"43.8388151";"4.35481846"
"0fe8170f-1b49-4299-b34a-46d27fac0712";"Nimes";"43.8374249";"4.3600687";"33.041666666666664";"0.0";"Brit Hotel Confort Nîmes Ouest - A9 sortie 25";"Idéalement situé à 10 minutes en voiture du centre de Nîmes et à 2 km de la sortie 25 de l’autoroute A9, l’établissement 3 étoiles Kyriad Nîmes Ouest propose une connexion Wi-Fi à 20 Mb/s gratuite et des coins salon extérieurs.  Décorées dans des tons méditerranéens, les chambres du Brit Hotel Confort Nîmes Ouest - A9 sortie 25 comprennent un plateau/bouilloire et une télévision à écran plat avec des chaînes internationales, comme les chaînes des bouquets Canal+. Leur salle de bains privative es";"7.7";"121";"43.81470735";"4.3448326"
"0fe8170f-1b49-4299-b34a-46d27fac0712";"Nimes";"43.8374249";"4.3600687";"33.041666666666664";"0.0";"Rougetomette";"L’établissement Rougetomette se trouve à Nîmes, à respectivement 2,2 km et 600 mètres de ces lieux d’intérêt : Parc des expositions de Nîmes et Tribunal d’Instance. Il propose une connexion Wi-Fi gratuite, la climatisation, un jardin et une piscine extérieure.  Un réfrigérateur et une bouilloire sont également disponibles.  Un petit-déjeuner continental est servi sur place.  Cet établissement possède une terrasse.  Vous séjournerez à proximité de ces lieux d’intérêt : Esplanade Charles-de-Gaulle";"9.8";"323";"43.83003691";"4.36611269"
"0fe8170f-1b49-4299-b34a-46d27fac0712";"Nimes";"43.8374249";"4.3600687";"33.041666666666664";"0.0";"Studio ensoleillé avec balcon";"L’hébergement Studio ensoleillé avec balcon se situe à Nîmes, dans la région Languedoc-Roussillon. Il possède un balcon. Cet hébergement est installé à 5,8 km de : Parc des expositions de Nîmes. Il possède une terrasse et un parking privé gratuit.  Bénéficiant d’une connexion Wi-Fi gratuite, cet appartement comprend une télévision à écran plat par câble, un lave-linge, ainsi qu’une kitchenette avec un réfrigérateur et un four. Cet hébergement met à votre disposition des serviettes et du linge de";"7.5";"98";"43.85342961";"4.39747446"
"0fe8170f-1b49-4299-b34a-46d27fac0712";"Nimes";"43.8374249";"4.3600687";"33.041666666666664";"0.0";"Appart'City Classic Nîmes Centre";"L’Appart'City Nîmes est situé à Nîmes, à 500 mètres du centre sportif et parc des expositions Le Parnasse, ainsi qu’à 20 minutes à pied des arènes de Nîmes et de la gare TGV.  Chaque appartement est climatisé et insonorisé. Vous profiterez d’une connexion Wi-Fi gratuite ainsi que d’une kitchenette munie d’un lave-vaisselle, d’un micro-ondes et d’un lave-linge. Tous les logements sont desservis par un ascenseur.  Le petit-déjeuner est servi du lundi au dimanche. Il se compose d’une variété de pai";"8.1";"146";"43.82158549";"4.3645978"
"0fe8170f-1b49-4299-b34a-46d27fac0712";"Nimes";"43.8374249";"4.3600687";"33.041666666666664";"0.0";"HÔTEL C SUITES chambres spacieuses";"Le complexe hôtelier urbain C Suites se situe à Nîmes, à seulement 3 km des arènes. Il possède une piscine extérieure. Cet hôtel entièrement rénové installé dans un parc arboré d’un hectare est pourvu d’un court de tennis et d’un terrain de pétanque.  Les chambres du C Suites sont équipées d’une connexion Wi-Fi gratuite et d’une télévision à écran plat avec les chaînes internationales. Leur salle de bains privative est munie d’une baignoire ou d’une douche.  Pendant votre séjour, vous pourrez pr";"7.7";"195";"43.815377";"4.345905"
"c9053d4c-2a2f-45eb-ad2b-88f6fa0bc183";"Uzes";"44.0121279";"4.4196718";"32.795";"0.0";"Hôtel Le SAINT-GENIÈS";"L’établissement Hôtel Le SAINT-GENIÈS vous accueille à Uzès, à 29 km de ce lieu d’intérêt : Parc des expositions de Nîmes. Il comprend une piscine extérieure ouverte en saison, un jardin, un salon commun et un parking privé gratuit. Cet hôtel 3 étoiles propose une connexion Wi-Fi gratuite, une terrasse et un bar. Vous pourrez profiter d'un service d'étage, d'un service de navette gratuit et d'un service de bagagerie.  Les hébergements comprennent la climatisation, un bureau, une machine à café, ";"9.3";"341";"44.02339471";"4.41929072"
"c9053d4c-2a2f-45eb-ad2b-88f6fa0bc183";"Uzes";"44.0121279";"4.4196718";"32.795";"0.0";"Uzès Place aux Herbes - Le Belvédère - Rooftop unique et Clim - Appartement d'exception";"L’hébergement Uzès Place aux Herbes - Le Belvédère - Rooftop unique et Clim - Appartement d'exception se situe à Uzès, à respectivement 27 km, 39 km et 14 km de ces lieux d’intérêt : Parc des expositions de Nîmes, Palais des Papes d'Avignon et Pont du Gard. Cet hébergement offre une vue sur la ville et comprend une terrasse, un barbecue ainsi qu’une connexion Wi-Fi gratuite dans l’ensemble de ses locaux.  Cet appartement avec climatisation se compose de 2 chambres, d'un salon, d'une cuisine enti";"9.8";"399";"44.01154246";"4.41829981"
"c9053d4c-2a2f-45eb-ad2b-88f6fa0bc183";"Uzes";"44.0121279";"4.4196718";"32.795";"0.0";"Appartement climatisé avec piscine et parking à Uzès";"Situé à Uzès, l’hébergement Appartement climatisé avec piscine et parking à Uzès offre une vue sur la ville. Il comprend une terrasse et une connexion Wi-Fi gratuite. Cet hébergement est installé à 27 km de : Parc des expositions de Nîmes. Il propose une piscine extérieure ouverte en saison et un parking privé gratuit.  Cet appartement avec climatisation se compose de 2 chambres, d'un salon, d'une cuisine entièrement équipée avec un réfrigérateur et une machine à café, ainsi que de 1 salle de ba";"9.5";"316";"44.008163";"4.4101359"
